id,game_id,play_num,game_code,timestamp,umpire,away,home,inning_raw,away_score,home_score,play_type,result,play_code,pitcher_id,catcher_id,pos,batter_id,on_first,on_second,on_third,scored2,scored3,scored4,er1,er2,er3,er4,pitch,swing,throw_num,runner_id,steal_num,pitcher_name,batter_name,catcher_name,runner_name,off_team,def_team,inning,half,obc,outs,diff,is_fp_inn,is_fp_app,league,season,season_type
64475,883,81208040,null,null,null,null,null,null,0,6,Steal,SB2,0_1_SB2,1061,1201,null,1153,1153,0,0,0,0,0,null,null,null,null,0,0,150,1153,219,Hudson Hildebrandt,Larold,Mylo Grams,Larold,Reykjavik Valkyries,Humongous Melonheads,5,top,001,0,0,false,false,MLN,8,null
64490,884,81301002,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,3043,5029,null,1090,1090,0,0,0,0,0,null,null,null,null,0,0,233,1090,301,Keyo,James Pablano,Peoples Champ,James Pablano,Acadia Peregrines,Gas House Gorillas,1,top,001,0,0,false,false,MLN,8,null
64588,885,81302035,null,null,null,null,null,null,4,2,Steal,CS2,0_1_CS2,8054,7042,null,7004,7004,0,0,0,0,0,null,null,null,null,0,0,83,7004,709,Steven Silston Jr.,Peter Hoomanawanui,Skimble Shanks,Peter Hoomanawanui,R'Lyeh Ancients,Portland Pioneers,4,bottom,001,0,0,false,false,MLN,8,null
64629,886,81303019,null,null,null,null,null,null,3,1,Steal,CS2,2_1_CS2,3015,3007,null,1180,1180,0,0,0,0,0,null,null,null,null,0,0,310,1180,821,"Jason ""Dead"" Redd",War Hamster,Salvatore Sal De Luca,War Hamster,Baldur's Gate Beholders,Ursa Major Grizzlies,2,bottom,001,2,0,false,false,MLN,8,null
64646,886,81303036,null,null,null,null,null,null,7,1,Steal,SB2,1_1_SB2,7023,3007,null,1166,1166,0,0,0,0,0,null,null,null,null,0,0,250,1166,111,Mickey May,Ecliptic Astrum,Salvatore Sal De Luca,Ecliptic Astrum,Baldur's Gate Beholders,Ursa Major Grizzlies,4,bottom,001,1,0,false,false,MLN,8,null
64683,887,81304019,null,null,null,null,null,null,2,5,Steal,CS2,0_1_CS2,7045,7034,null,4007,4007,0,0,0,0,0,null,null,null,null,0,0,1,4007,334,Jimmy Pop,Reese Worthington,G Baby,Reese Worthington,Halifax Highlanders,Sunnydale Slayers,2,bottom,001,0,0,false,false,MLN,8,null
64688,887,81304024,null,null,null,null,null,null,2,5,Steal,CS2,1_1_CS2,6013,8053,null,1032,2067,0,0,0,0,0,null,null,null,null,0,0,263,2067,800,,Charlie Scott,Kai Johnson,Riles McGiles,Sunnydale Slayers,Halifax Highlanders,3,top,001,1,0,false,true,MLN,8,null
65250,897,81406009,null,null,null,null,null,null,0,2,Steal,SB2,1_1_SB2,5032,1063,null,3017,3017,0,0,0,0,0,null,null,null,null,0,0,69,3017,800,Sander Entman,Bob Dunagee,Alex Yaxley,Bob Dunagee,Raccoon City Outbreak,Carolina Reapers,1,bottom,001,1,0,false,false,MLN,8,null
64777,889,81306002,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,8011,7024,null,5034,5034,0,0,0,0,0,null,null,null,null,0,0,361,5034,169,Vis Pacifiera,Haloick Oasis,Jethro McDungle,Haloick Oasis,Kansas City Kitties,Raccoon City Outbreak,1,top,001,0,0,false,false,MLN,8,null
64894,890,81307057,null,null,null,null,null,null,3,3,Steal,SB2,2_1_SB2,4078,1052,null,6004,6004,0,0,0,0,0,null,null,null,null,0,0,691,6004,400,Sleve McDichael,Bony Skellinger,Zed Leona,Bony Skellinger,Aruba Sea Serpents,Humongous Melonheads,7,bottom,001,2,0,false,false,MLN,8,null
64901,890,81307064,null,null,null,null,null,null,3,3,Steal,CS2,0_1_CS2,4078,1052,null,3056,3056,0,0,0,0,0,null,null,null,null,0,0,697,3056,48,Sleve McDichael,Donatello Chalupa,Zed Leona,Donatello Chalupa,Aruba Sea Serpents,Humongous Melonheads,8,bottom,001,0,0,false,false,MLN,8,null
64911,890,81307074,null,null,null,null,null,null,4,3,Steal,CS2,0_1_CS2,4078,1052,null,7016,7016,0,0,0,0,0,null,null,null,null,0,0,300,2020,750,Sleve McDichael,Ovaltine,Zed Leona,Demetrios Ooga,Aruba Sea Serpents,Humongous Melonheads,9,bottom,001,0,0,false,false,MLN,8,null
64918,891,81308004,null,null,null,null,null,null,0,0,Steal,SB2,2_1_SB2,4004,3070,null,1006,1006,0,0,0,0,0,null,null,null,null,0,0,148,1006,373,Xavier McMagic,Smitty Hoppenscotch,Ded Tanson,Smitty Hoppenscotch,Sopher McDophers,Reykjavik Valkyries,1,top,001,2,0,false,false,MLN,8,null
64981,892,81401003,null,null,null,null,null,null,0,0,Steal,CS2,1_1_CS2,1135,2035,null,8008,8008,0,0,0,0,0,null,null,null,null,0,0,598,8008,999,Ryan Gastings,Guy Gilwater,Jhahn Tahmus,Guy Gilwater,Portland Pioneers,Acadia Peregrines,1,top,001,1,0,false,false,MLN,8,null
65022,892,81401044,null,null,null,null,null,null,5,3,Steal,SB2,1_1_SB2,6049,7011,null,1090,1090,0,0,0,0,0,null,null,null,null,0,0,1000,1090,207,Noodle Arm ODoyle,James Pablano,Derek Rasmussen,James Pablano,Acadia Peregrines,Portland Pioneers,5,bottom,001,1,0,false,false,MLN,8,null
65205,896,81405019,null,null,null,null,null,null,0,4,Steal,SB2,1_5_SB2,6035,1071,null,8026,8026,0,7007,0,0,0,null,null,null,null,0,0,265,8026,602,Tommy Tightpants,Alexander West,Isaac Saffron,Alexander West,Kansas City Kitties,Miami Fuego,2,bottom,101,1,0,false,false,MLN,8,null
65282,897,81406041,null,null,null,null,null,null,3,8,Steal,SB2,2_1_SB2,3038,7024,null,3005,3005,0,0,0,0,0,null,null,null,null,0,0,838,3005,987,Lincoln Crawford,Pablo Sanchez,Jethro McDungle,Pablo Sanchez,Carolina Reapers,Raccoon City Outbreak,4,top,001,2,0,false,false,MLN,8,null
65344,898,81407039,null,null,null,null,null,null,7,1,Steal,CS4,1_7_CS4,8048,5011,null,2057,2057,2056,3066,0,0,0,null,null,null,null,0,0,617,1153,371,Captain Trash,Jack Alpha,Mo Mo,Larold,Reykjavik Valkyries,Aruba Sea Serpents,4,bottom,111,1,0,false,false,MLN,8,null
65355,898,81407050,null,null,null,null,null,null,7,4,Steal,CS2,1_1_CS2,8030,5011,null,1153,1153,0,0,0,0,0,null,null,null,null,0,0,921,1153,401,Butter Man,Larold,Mo Mo,Larold,Reykjavik Valkyries,Aruba Sea Serpents,5,bottom,001,1,0,false,false,MLN,8,null
65386,899,81408023,null,null,null,null,null,null,1,1,Steal,SB2,1_1_SB2,1140,2075,null,6012,6012,0,0,0,0,0,null,null,null,null,0,0,116,6012,801,Bartholomew Crumblepuff,Kanye East,Copenhagen Black,Kanye East,Humongous Melonheads,Sopher McDophers,3,bottom,001,1,0,false,false,MLN,8,null
65529,902,81503013,null,null,null,null,null,null,4,0,Steal,CS2,0_1_CS2,2032,1071,null,1006,1006,0,0,0,0,0,null,null,null,null,0,0,382,1006,33,Kali McSuntas,Smitty Hoppenscotch,Isaac Saffron,Smitty Hoppenscotch,Sopher McDophers,Miami Fuego,2,top,001,0,0,false,false,MLN,8,null
65572,902,81503056,null,null,null,null,null,null,12,1,Steal,SB2,0_1_SB2,1209,1071,null,4015,4015,0,0,0,0,0,null,null,null,null,0,0,321,4015,382,Franz Joseph Hymen,Plack Attack,Isaac Saffron,Plack Attack,Sopher McDophers,Miami Fuego,6,top,001,0,0,false,false,MLN,8,null
65573,902,81503057,null,null,null,null,null,null,12,1,Steal,SB3,0_2_SB3,1209,1071,null,4015,0,4015,0,0,0,0,null,null,null,null,0,0,231,4015,166,Franz Joseph Hymen,Plack Attack,Isaac Saffron,Plack Attack,Sopher McDophers,Miami Fuego,6,top,010,0,0,false,false,MLN,8,null
65574,902,81503058,null,null,null,null,null,null,12,1,Steal,CS4,0_3_CS4,1209,1071,null,4015,0,0,4015,0,0,0,null,null,null,null,0,0,444,4015,732,Franz Joseph Hymen,Plack Attack,Isaac Saffron,Plack Attack,Sopher McDophers,Miami Fuego,6,top,100,0,0,false,false,MLN,8,null
65577,902,81503061,null,null,null,null,null,null,12,1,Steal,SB2,2_1_SB2,1209,1071,null,6046,6046,0,0,0,0,0,null,null,null,null,0,0,286,1004,33,Franz Joseph Hymen,Bradle Beamen,Isaac Saffron,Pops Dongoria,Sopher McDophers,Miami Fuego,6,top,001,1,0,false,false,MLN,8,null
65578,902,81503062,null,null,null,null,null,null,12,1,Steal,SB3,2_2_SB3,1209,1071,null,6046,0,6046,0,0,0,0,null,null,null,null,0,0,917,1004,33,Franz Joseph Hymen,Bradle Beamen,Isaac Saffron,Pops Dongoria,Sopher McDophers,Miami Fuego,6,top,010,1,0,false,false,MLN,8,null
65579,902,81503063,null,null,null,null,null,null,12,1,Steal,CS4,2_3_CS4,1209,1071,null,6046,0,0,6046,0,0,0,null,null,null,null,0,0,728,1004,33,Franz Joseph Hymen,Bradle Beamen,Isaac Saffron,Pops Dongoria,Sopher McDophers,Miami Fuego,6,top,100,1,0,false,false,MLN,8,null
65616,903,81504034,null,null,null,null,null,null,2,0,Steal,SB2,1_1_SB2,8048,5011,null,1162,1162,0,0,0,0,0,null,null,null,null,0,0,862,1162,950,Captain Trash,Nate Lewis,Mo Mo,Nate Lewis,Raccoon City Outbreak,Aruba Sea Serpents,5,top,001,1,0,false,false,MLN,8,null
65634,904,81601002,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,1002,1194,null,7039,7039,0,0,0,0,0,null,null,null,null,0,0,683,7039,750,Garitek,Mr Plow,Rickey Tucker,Mr Plow,R'Lyeh Ancients,Gas House Gorillas,1,top,001,0,0,false,false,MLN,8,null
65652,904,81601020,null,null,null,null,null,null,0,0,Steal,SB2,2_5_SB2,1107,2090,null,5007,2072,0,5022,0,0,0,null,null,null,null,0,0,311,2072,300,Petra Sabor,Dick Richards,Goro Shinoda,Pull Ganger,Gas House Gorillas,R'Lyeh Ancients,2,bottom,101,2,0,false,false,MLN,8,null
65674,904,81601042,null,null,null,null,null,null,1,1,Steal,CS2,1_1_CS2,3043,1194,null,7039,7039,0,0,0,0,0,null,null,null,null,0,0,686,7039,90,Keyo,Mr Plow,Rickey Tucker,Mr Plow,R'Lyeh Ancients,Gas House Gorillas,5,top,001,1,0,false,false,MLN,8,null
65679,904,81601047,null,null,null,null,null,null,1,1,Steal,SB2,0_1_SB2,6022,2090,null,1108,1108,0,0,0,0,0,null,null,null,null,0,0,456,4048,749,Six,Conor Sexton,Goro Shinoda,Mike Fruitstand,Gas House Gorillas,R'Lyeh Ancients,5,bottom,001,0,0,false,false,MLN,8,null
65686,904,81601054,null,null,null,null,null,null,1,4,Steal,SB2,2_5_SB2,6022,2090,null,5007,2072,0,1136,0,0,0,null,null,null,null,0,0,909,2072,300,Six,Dick Richards,Goro Shinoda,Pull Ganger,Gas House Gorillas,R'Lyeh Ancients,5,bottom,101,2,0,false,false,MLN,8,null
65728,905,81602036,null,null,null,null,null,null,2,3,Steal,SB2,2_1_SB2,3027,4015,null,1162,1162,0,0,0,0,0,null,null,null,null,0,0,191,1162,500,Diego Medina,Nate Lewis,Plack Attack,Nate Lewis,Raccoon City Outbreak,Sopher McDophers,4,bottom,001,2,0,false,false,MLN,8,null
65791,906,81701050,null,null,null,null,null,null,5,2,Steal,SB2,1_1_SB2,1141,1194,null,1162,1162,0,0,0,0,0,null,null,null,null,0,0,333,1162,583,Geno Scaramucci,Nate Lewis,Rickey Tucker,Nate Lewis,Raccoon City Outbreak,Gas House Gorillas,6,top,001,1,0,false,false,MLN,8,null
65863,908,90102009,null,null,null,null,null,null,0,1,Steal,SB2,0_1_SB2,9010,9015,null,8006,8006,0,0,0,0,0,null,null,null,null,0,0,891,8006,999,Brent Chillwater,Gnome Chomsky,Trashstar Ratryox,Gnome Chomsky,R'Lyeh Ancients,Portland Pioneers,2,top,001,0,0,false,false,MLN,9,null
65879,908,90102025,null,null,null,null,null,null,1,1,Steal,SB2,1_1_SB2,9010,9015,null,4045,4045,0,0,0,0,0,null,null,null,null,0,0,223,4045,420,Brent Chillwater,Dakota Carolina Montana,Trashstar Ratryox,Dakota Carolina Montana,R'Lyeh Ancients,Portland Pioneers,4,top,001,1,0,false,false,MLN,9,null
65881,908,90102027,null,null,null,null,null,null,2,1,Steal,CS2,1_1_CS2,9010,9015,null,8006,8006,0,0,0,0,0,null,null,null,null,0,0,430,8006,1,Brent Chillwater,Gnome Chomsky,Trashstar Ratryox,Gnome Chomsky,R'Lyeh Ancients,Portland Pioneers,4,top,001,1,0,false,false,MLN,9,null
65889,908,90102035,null,null,null,null,null,null,2,1,Steal,SB2,0_1_SB2,9010,9015,null,7004,7004,0,0,0,0,0,null,null,null,null,0,0,569,7004,420,Brent Chillwater,Peter Hoomanawanui,Trashstar Ratryox,Peter Hoomanawanui,R'Lyeh Ancients,Portland Pioneers,5,top,001,0,0,false,false,MLN,9,null
65891,908,90102037,null,null,null,null,null,null,2,1,Steal,SB2,0_5_SB2,7027,9015,null,6008,6008,0,7004,0,0,0,null,null,null,null,0,0,920,6008,918,Kevin James,,Trashstar Ratryox,null,R'Lyeh Ancients,Portland Pioneers,5,top,101,0,0,false,true,MLN,9,null
65907,908,90102053,null,null,null,null,null,null,7,3,Steal,SB2,1_1_SB2,7027,9015,null,6020,6020,0,0,0,0,0,null,null,null,null,0,0,899,6020,92,Kevin James,Pope Coswi,Trashstar Ratryox,Pope Coswi,R'Lyeh Ancients,Portland Pioneers,6,top,001,1,0,false,false,MLN,9,null
65916,908,90102062,null,null,null,null,null,null,7,5,Steal,SB2,2_5_SB2,6022,8006,null,8008,8008,0,9025,0,0,0,null,null,null,null,0,0,555,8008,500,Six,Guy Gilwater,Gnome Chomsky,Guy Gilwater,Portland Pioneers,R'Lyeh Ancients,6,bottom,101,2,0,false,false,MLN,9,null
65960,909,90103041,null,null,null,null,null,null,3,1,Steal,CS3,1_4_CS3,1033,1166,null,3088,1186,5005,0,0,0,0,null,null,null,null,0,0,11,5005,601,Daz Reference,Yoel Roshi,Ecliptic Astrum,Narancia Ghirga,Ursa Major Grizzlies,Baldur's Gate Beholders,5,bottom,011,1,0,false,false,MLN,9,null
66054,911,90105031,null,null,null,null,null,null,1,0,Steal,SB2,0_5_SB2,9016,7011,null,1123,1123,0,5017,0,0,0,null,null,null,null,0,0,912,1123,151,Virgil Aegis-Gunther,Kurt Anger,Derek Rasmussen,Kurt Anger,Miami Fuego,Kansas City Kitties,4,bottom,101,0,0,false,true,MLN,9,null
66306,915,90201014,null,null,null,null,null,null,0,2,Steal,SB2,1_1_SB2,1135,1041,null,3079,3079,0,0,0,0,0,null,null,null,null,0,0,481,3079,419,Ryan Gastings,Isaac Snowbender,Barney Summers,Isaac Snowbender,Reykjavik Valkyries,Acadia Peregrines,2,bottom,001,1,0,false,false,MLN,9,null
66449,918,90204002,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,9023,9015,null,5034,5034,0,0,0,0,0,null,null,null,null,0,0,920,5034,205,Jihmih Elsher,Haloick Oasis,Trashstar Ratryox,Haloick Oasis,Aruba Sea Serpents,Portland Pioneers,1,top,001,0,0,false,false,MLN,9,null
66457,918,90204010,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,9023,9015,null,2097,2097,0,0,0,0,0,null,null,null,null,0,0,569,2097,500,Jihmih Elsher,Dirtbag Darrell,Trashstar Ratryox,Dirtbag Darrell,Aruba Sea Serpents,Portland Pioneers,2,top,001,0,0,false,false,MLN,9,null
67732,942,90504016,null,null,null,null,null,null,2,2,Steal,SB2,2_1_SB2,1061,1201,null,9027,9027,0,0,0,0,0,null,null,null,null,0,0,111,9027,993,Hudson Hildebrandt,Sleeper Sullivan,Mylo Grams,Sleeper Sullivan,Portland Pioneers,Humongous Melonheads,2,top,001,2,0,false,false,MLN,9,null
66552,919,90205045,null,null,null,null,null,null,1,2,Steal,SB2,0_1_SB2,1174,9007,null,6012,6012,0,0,0,0,0,null,null,null,null,0,0,151,6012,195,Mad Monty,Kanye East,Cormac Goldhammer,Kanye East,Humongous Melonheads,Baldur's Gate Beholders,6,top,001,0,0,false,false,MLN,9,null
66589,920,90206015,null,null,null,null,null,null,1,0,Steal,SB2,1_1_SB2,3027,4015,null,9004,9004,0,0,0,0,0,null,null,null,null,0,0,588,9004,609,Diego Medina,Elvis Crushel,Plack Attack,Elvis Crushel,Halifax Highlanders,Sopher McDophers,2,bottom,001,1,0,false,false,MLN,9,null
66612,920,90206038,null,null,null,null,null,null,1,2,Steal,SB2,2_1_SB2,7030,6011,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,505,1012,624,Jimmy Kalkowski,Reservoir Butler,Joe Pidgeon,Reservoir Butler,Sopher McDophers,Halifax Highlanders,5,top,001,2,0,false,false,MLN,9,null
66660,921,90207034,null,null,null,null,null,null,1,0,Steal,CS2,2_1_CS2,7045,8016,null,9013,9013,0,0,0,0,0,null,null,null,null,0,0,250,9013,770,Jimmy Pop,Toastman,Bobby Bellbottoms,Toastman,Carolina Reapers,Sunnydale Slayers,4,bottom,001,2,0,false,false,MLN,9,null
66695,922,90208018,null,null,null,null,null,null,0,3,Steal,SB2,1_5_SB2,3015,5005,null,1119,1119,0,3057,0,0,0,null,null,null,null,0,0,203,1119,21,"Jason ""Dead"" Redd",Willie Mays Hayes,Narancia Ghirga,Willie Mays Hayes,Miami Fuego,Ursa Major Grizzlies,2,bottom,101,1,0,false,false,MLN,9,null
66703,922,90208026,null,null,null,null,null,null,0,3,Steal,CS2,0_5_CS2,9009,5005,null,3049,3049,0,5017,0,0,0,null,null,null,null,0,0,411,3049,811,Jamal Fyre,Ferda Bois,Narancia Ghirga,Ferda Bois,Miami Fuego,Ursa Major Grizzlies,3,bottom,101,0,0,false,false,MLN,9,null
66706,922,90208029,null,null,null,null,null,null,0,4,Steal,CS2,2_1_CS2,9009,5005,null,1123,1123,0,0,0,0,0,null,null,null,null,0,0,1,1123,569,Jamal Fyre,Kurt Anger,Narancia Ghirga,Kurt Anger,Miami Fuego,Ursa Major Grizzlies,3,bottom,001,1,0,false,false,MLN,9,null
66715,922,90208038,null,null,null,null,null,null,0,4,Steal,SB2,1_1_SB2,1217,5018,null,9017,1165,0,0,0,0,0,null,null,null,null,0,0,609,1165,420,Johnny Dickshot,Joe Yoshi,Brian Taylor,Dropov Andpicov,Ursa Major Grizzlies,Miami Fuego,5,top,001,1,0,false,false,MLN,9,null
66769,923,90301044,null,null,null,null,null,null,3,2,Steal,CS2,2_1_CS2,9012,1041,null,1166,1166,0,0,0,0,0,null,null,null,null,0,0,403,1166,911,Epto Bismol,Ecliptic Astrum,Barney Summers,Ecliptic Astrum,Baldur's Gate Beholders,Acadia Peregrines,5,bottom,001,2,0,false,false,MLN,9,null
66825,924,90302049,null,null,null,null,null,null,3,9,Steal,CS2,1_1_CS2,9009,5005,null,1002,1002,0,0,0,0,0,null,null,null,null,0,0,501,1002,800,Jamal Fyre,Garitek,Narancia Ghirga,Garitek,Gas House Gorillas,Ursa Major Grizzlies,6,top,001,1,0,false,false,MLN,9,null
66836,925,90303010,null,null,null,null,null,null,0,1,Steal,SB2,0_1_SB2,3005,3071,null,7003,7003,0,0,0,0,0,null,null,null,null,0,0,734,7003,420,Pablo Sanchez,Stumpy Malone,June,Stumpy Malone,R'Lyeh Ancients,Halifax Highlanders,2,top,001,0,0,false,false,MLN,9,null
66845,925,90303019,null,null,null,null,null,null,0,1,Steal,SB2,1_1_SB2,3005,3071,null,4045,4045,0,0,0,0,0,null,null,null,null,0,0,530,4045,679,Pablo Sanchez,Dakota Carolina Montana,June,Dakota Carolina Montana,R'Lyeh Ancients,Halifax Highlanders,3,top,001,1,0,false,false,MLN,9,null
66859,925,90303033,null,null,null,null,null,null,2,5,Steal,SB2,0_1_SB2,6013,3071,null,7003,7003,0,0,0,0,0,null,null,null,null,0,0,385,7003,651,,Stumpy Malone,June,Stumpy Malone,R'Lyeh Ancients,Halifax Highlanders,4,top,001,0,0,false,true,MLN,9,null
66872,925,90303046,null,null,null,null,null,null,3,6,Steal,SB2,0_1_SB2,6013,6011,null,7039,7039,0,0,0,0,0,null,null,null,null,0,0,720,7039,7,,Mr Plow,Joe Pidgeon,Mr Plow,R'Lyeh Ancients,Halifax Highlanders,5,top,001,0,0,false,true,MLN,9,null
66938,927,90305002,null,null,null,null,null,null,0,0,Steal,CS2,0_1_CS2,1140,4015,null,1119,1119,0,0,0,0,0,null,null,null,null,0,0,332,1119,800,Bartholomew Crumblepuff,Willie Mays Hayes,Plack Attack,Willie Mays Hayes,Miami Fuego,Sopher McDophers,1,top,001,0,0,false,false,MLN,9,null
66943,927,90305007,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,7023,5018,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,343,1012,492,Mickey May,Reservoir Butler,Brian Taylor,Reservoir Butler,Sopher McDophers,Miami Fuego,1,bottom,001,0,0,false,false,MLN,9,null
66958,927,90305022,null,null,null,null,null,null,0,1,Steal,CS2,2_1_CS2,1140,4015,null,1119,1119,0,0,0,0,0,null,null,null,null,0,0,21,1119,420,Bartholomew Crumblepuff,Willie Mays Hayes,Plack Attack,Willie Mays Hayes,Miami Fuego,Sopher McDophers,3,top,001,2,0,false,false,MLN,9,null
66960,927,90305024,null,null,null,null,null,null,0,1,Steal,SB2,0_1_SB2,7023,5018,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,808,1012,863,Mickey May,Reservoir Butler,Brian Taylor,Reservoir Butler,Sopher McDophers,Miami Fuego,3,bottom,001,0,0,false,false,MLN,9,null
66993,928,90306003,null,null,null,null,null,null,1,0,Steal,CS2,0_1_CS2,4073,7011,null,6012,6012,0,0,0,0,0,null,null,null,null,0,0,311,6012,901,Kancing Mutlak,Kanye East,Derek Rasmussen,Kanye East,Humongous Melonheads,Kansas City Kitties,1,top,001,0,0,false,false,MLN,9,null
67044,929,90307010,null,null,null,null,null,null,0,0,Steal,CS2,0_1_CS2,7014,1063,null,8014,8014,0,0,0,0,0,null,null,null,null,0,0,800,8014,159,Doc Dockerson,Turn Page,Alex Yaxley,Turn Page,Aruba Sea Serpents,Carolina Reapers,2,top,001,0,0,false,false,MLN,9,null
67046,929,90307012,null,null,null,null,null,null,0,0,Steal,CS2,1_1_CS2,7014,1063,null,2097,2097,0,0,0,0,0,null,null,null,null,0,0,300,2097,800,Doc Dockerson,Dirtbag Darrell,Alex Yaxley,Dirtbag Darrell,Aruba Sea Serpents,Carolina Reapers,2,top,001,0,0,false,false,MLN,9,null
67080,929,90307046,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,4011,1063,null,6009,6009,0,0,0,0,0,null,null,null,null,0,0,1,2020,150,Mitch Meanmug,Hannibal Bligh,Alex Yaxley,Demetrios Ooga,Aruba Sea Serpents,Carolina Reapers,7,top,001,0,0,false,false,MLN,9,null
67130,930,90308038,null,null,null,null,null,null,5,0,Steal,SB2,2_1_SB2,2104,3077,null,3079,3079,0,0,0,0,0,null,null,null,null,0,0,679,3079,726,Bobby Portis,Isaac Snowbender,Derek Bongiovanni,Isaac Snowbender,Reykjavik Valkyries,Raccoon City Outbreak,5,bottom,001,2,0,false,false,MLN,9,null
67146,931,90401004,null,null,null,null,null,null,0,0,Steal,SB2,2_1_SB2,1135,1041,null,7003,7003,0,0,0,0,0,null,null,null,null,0,0,1,7003,1,Ryan Gastings,Stumpy Malone,Barney Summers,Stumpy Malone,R'Lyeh Ancients,Acadia Peregrines,1,top,001,2,0,false,false,MLN,9,null
67162,931,90401020,null,null,null,null,null,null,2,0,Steal,SB2,0_1_SB2,1135,9018,null,4004,4004,0,0,0,0,0,null,null,null,null,0,0,410,4004,500,Ryan Gastings,Xavier McMagic,Dickle Fingerford,Xavier McMagic,R'Lyeh Ancients,Acadia Peregrines,3,top,001,0,0,false,false,MLN,9,null
67190,931,90401048,null,null,null,null,null,null,3,1,Steal,SB2,1_5_SB2,1135,9018,null,4045,4045,0,4072,0,0,0,null,null,null,null,0,0,481,4045,411,Ryan Gastings,Dakota Carolina Montana,Dickle Fingerford,Dakota Carolina Montana,R'Lyeh Ancients,Acadia Peregrines,6,top,101,1,0,false,false,MLN,9,null
67291,933,90403037,null,null,null,null,null,null,2,2,Steal,CS2,2_1_CS2,1033,9007,null,7034,1032,0,0,0,0,0,null,null,null,null,0,0,167,1032,801,Daz Reference,G Baby,Cormac Goldhammer,Charlie Scott,Sunnydale Slayers,Baldur's Gate Beholders,4,bottom,001,2,0,false,false,MLN,9,null
67385,935,90405016,null,null,null,null,null,null,1,2,Steal,SB2,0_5_SB2,2104,3077,null,9019,9019,0,1123,0,0,0,null,null,null,null,0,0,729,9019,21,Bobby Portis,Dave Steib,Derek Bongiovanni,Dave Steib,Miami Fuego,Raccoon City Outbreak,2,bottom,101,0,0,false,true,MLN,9,null
67389,935,90405020,null,null,null,null,null,null,1,5,Steal,SB2,0_5_SB2,2104,3077,null,6047,6047,0,2055,0,0,0,null,null,null,null,0,0,341,6047,395,Bobby Portis,Crimson Chin,Derek Bongiovanni,Crimson Chin,Miami Fuego,Raccoon City Outbreak,2,bottom,101,0,0,false,false,MLN,9,null
67411,935,90405042,null,null,null,null,null,null,1,5,Steal,SB2,0_1_SB2,2104,3077,null,6047,6047,0,0,0,0,0,null,null,null,null,0,0,1,6047,134,Bobby Portis,Crimson Chin,Derek Bongiovanni,Crimson Chin,Miami Fuego,Raccoon City Outbreak,5,bottom,001,0,0,false,false,MLN,9,null
67416,935,90405047,null,null,null,null,null,null,1,7,Steal,CS2,2_1_CS2,3042,3077,null,1119,1119,0,0,0,0,0,null,null,null,null,0,0,239,1119,729,Joanna McMartinez,Willie Mays Hayes,Derek Bongiovanni,Willie Mays Hayes,Miami Fuego,Raccoon City Outbreak,5,bottom,001,2,0,false,false,MLN,9,null
67433,936,90406013,null,null,null,null,null,null,3,0,Steal,SB2,1_5_SB2,4073,7011,null,9013,9013,0,1021,0,0,0,null,null,null,null,0,0,223,9013,165,Kancing Mutlak,Toastman,Derek Rasmussen,Toastman,Carolina Reapers,Kansas City Kitties,2,top,101,1,0,false,true,MLN,9,null
67481,937,90407005,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,3027,9020,null,6029,6029,0,0,0,0,0,null,null,null,null,0,0,712,6029,501,Diego Medina,Scherbie Fully-Loaded,Nathanial Swenson,Scherbie Fully-Loaded,Aruba Sea Serpents,Sopher McDophers,1,bottom,001,0,0,false,false,MLN,9,null
67489,937,90407013,null,null,null,null,null,null,0,0,Steal,CS2,0_1_CS2,3027,9020,null,1099,1099,0,0,0,0,0,null,null,null,null,0,0,33,1099,712,Diego Medina,Baron Samedi,Nathanial Swenson,Baron Samedi,Aruba Sea Serpents,Sopher McDophers,2,bottom,001,0,0,false,false,MLN,9,null
67499,937,90407023,null,null,null,null,null,null,0,1,Steal,CS2,1_1_CS2,3027,9020,null,6029,6029,0,0,0,0,0,null,null,null,null,0,0,215,6029,810,Diego Medina,Scherbie Fully-Loaded,Nathanial Swenson,Scherbie Fully-Loaded,Aruba Sea Serpents,Sopher McDophers,3,bottom,001,1,0,false,false,MLN,9,null
67501,937,90407025,null,null,null,null,null,null,0,1,Steal,SB2,2_1_SB2,3027,9020,null,2097,2097,0,0,0,0,0,null,null,null,null,0,0,809,2097,475,Diego Medina,Dirtbag Darrell,Nathanial Swenson,Dirtbag Darrell,Aruba Sea Serpents,Sopher McDophers,3,bottom,001,1,0,false,false,MLN,9,null
