con,eye,pwr,spd,batter_label,pitcher,p_hand,p_mov,p_cmd,p_vel,p_awr,HR,3B,2B,1B,IF1B,BB,FO,PO,GO,K,BB_pct,1B_pct,2B_pct,3B_pct,HR_pct,H_pct,AVG,OBP,SLG,OPS,xRV,steal_bonus,xRV_steal
4,2,2,4,4-2-2-4,Sock Monkey,L,2,3,4,3,16,7,31,100,11,30,48,30,143,85,0.0599,0.2216,0.0619,0.014,0.0319,0.3293,0.3503,0.3892,0.5478,0.937,0.004,0.0,0.004
4,2,2,4,4-2-2-4,Tony Smehrik,L,3,5,2,2,20,8,33,88,12,14,48,24,157,97,0.0279,0.1996,0.0659,0.016,0.0399,0.3214,0.3306,0.3493,0.5544,0.9037,-0.0127,0.0,-0.0127
4,2,2,4,4-2-2-4,Arby Eye,L,1,5,4,2,16,8,33,108,12,14,49,31,161,69,0.0279,0.2395,0.0659,0.016,0.0319,0.3533,0.3634,0.3812,0.5626,0.9439,0.0013,0.0,0.0013
4,2,2,4,4-2-2-4,Jimothy Jhompson,L,4,2,4,2,16,8,33,89,12,35,48,30,123,107,0.0699,0.2016,0.0659,0.016,0.0319,0.3154,0.3391,0.3852,0.5472,0.9324,0.0037,0.0,0.0037
4,2,2,4,4-2-2-4,Jura Benjamin Juney,R,2,5,4,1,15,8,35,92,13,13,51,31,163,80,0.0259,0.2096,0.0699,0.016,0.0299,0.3253,0.334,0.3513,0.5307,0.882,-0.0171,0.0,-0.0171
4,2,2,4,4-2-2-4,Trevor Rose,R,3,2,4,3,15,6,30,89,10,34,50,30,145,92,0.0679,0.1976,0.0599,0.012,0.0299,0.2994,0.3212,0.3673,0.5075,0.8748,-0.0122,0.0,-0.0122
4,2,2,4,4-2-2-4,K Junk,R,5,4,1,2,21,7,32,75,11,22,48,20,153,112,0.0439,0.1717,0.0639,0.014,0.0419,0.2914,0.3048,0.3353,0.5324,0.8677,-0.0214,0.0,-0.0214
4,2,2,4,4-2-2-4,Kevin James,L,3,3,5,1,8,9,36,97,14,30,50,35,125,97,0.0599,0.2216,0.0719,0.018,0.016,0.3273,0.3482,0.3872,0.5138,0.901,-0.0031,0.0,-0.0031
4,2,2,4,4-2-2-4,Damon Razor,L,2,4,4,2,16,8,33,99,12,23,49,31,145,85,0.0459,0.2216,0.0659,0.016,0.0319,0.3353,0.3515,0.3812,0.5544,0.9356,0.0013,0.0,0.0013
4,2,2,4,4-2-2-4,Dakota Carolina Montana,R,3,4,2,3,19,6,30,85,10,22,49,23,165,92,0.0439,0.1896,0.0599,0.012,0.0379,0.2994,0.3132,0.3433,0.5198,0.8631,-0.0213,0.0,-0.0213
4,2,2,4,4-2-2-4,Haloick Oasis,L,3,5,2,2,20,8,33,88,12,14,48,24,157,97,0.0279,0.1996,0.0659,0.016,0.0399,0.3214,0.3306,0.3493,0.5544,0.9037,-0.0127,0.0,-0.0127
4,2,2,4,4-2-2-4,Johnny Dickshot,R,4,4,3,1,17,8,35,80,13,22,49,27,148,102,0.0439,0.1856,0.0699,0.016,0.0339,0.3054,0.3194,0.3493,0.5324,0.8817,-0.0156,0.0,-0.0156
4,2,2,4,4-2-2-4,Mitch Meanmug,R,4,3,3,2,17,7,32,83,11,29,49,26,145,102,0.0579,0.1876,0.0639,0.014,0.0339,0.2994,0.3178,0.3573,0.5233,0.8806,-0.0134,0.0,-0.0134
4,2,2,4,4-2-2-4,Spitty McSpit,L,1,4,2,5,20,5,29,105,9,23,46,23,172,69,0.0459,0.2275,0.0579,0.01,0.0399,0.3353,0.3515,0.3812,0.5586,0.9398,0.0014,0.0,0.0014
4,2,2,4,4-2-2-4,Smokey Zygowski,R,4,4,2,2,19,7,32,81,11,22,49,23,155,102,0.0439,0.1836,0.0639,0.014,0.0379,0.2994,0.3132,0.3433,0.5282,0.8715,-0.0192,0.0,-0.0192
4,2,2,4,4-2-2-4,XxXJuniJuni PandaXxX,L,2,5,4,1,16,9,36,96,14,14,49,31,151,85,0.0279,0.2196,0.0719,0.018,0.0319,0.3413,0.3511,0.3693,0.5606,0.9298,-0.0033,0.0,-0.0033
4,2,2,4,4-2-2-4,R'lyeh Cultist 14,R,5,4,1,2,21,7,32,75,11,22,48,20,153,112,0.0439,0.1717,0.0639,0.014,0.0419,0.2914,0.3048,0.3353,0.5324,0.8677,-0.0214,0.0,-0.0214
4,2,2,4,4-2-2-4,VI,L,3,3,5,1,8,9,36,97,14,30,50,35,125,97,0.0599,0.2216,0.0719,0.018,0.016,0.3273,0.3482,0.3872,0.5138,0.901,-0.0031,0.0,-0.0031
4,2,2,4,4-2-2-4,December Beckett,R,4,3,2,3,19,6,30,82,10,29,48,23,152,102,0.0579,0.1836,0.0599,0.012,0.0379,0.2934,0.3114,0.3513,0.5212,0.8725,-0.0165,0.0,-0.0165
4,2,2,4,4-2-2-4,AJ Wolfe,L,5,5,1,1,22,9,36,76,14,14,48,21,144,117,0.0279,0.1796,0.0719,0.018,0.0439,0.3134,0.3224,0.3413,0.5688,0.9101,-0.0122,0.0,-0.0122
4,2,2,4,4-2-2-4,John Applebees,R,3,3,4,2,15,7,32,88,11,29,50,30,147,92,0.0579,0.1976,0.0639,0.014,0.0299,0.3054,0.3242,0.3633,0.5169,0.8802,-0.0125,0.0,-0.0125
4,2,3,3,4-2-3-3,Bucky Gorgonzola,L,2,3,5,2,16,7,31,101,11,30,48,30,142,85,0.0599,0.2236,0.0619,0.014,0.0319,0.3313,0.3524,0.3912,0.5499,0.9411,0.0052,0.0,0.0052
4,2,3,3,4-2-3-3,Captain Trash,L,4,1,2,5,22,4,27,86,8,41,45,20,141,107,0.0818,0.1876,0.0539,0.008,0.0439,0.2934,0.3196,0.3752,0.5391,0.9144,-0.0016,0.0,-0.0016
4,2,3,3,4-2-3-3,Dirk Digglet,R,5,4,2,1,21,7,32,76,11,22,48,20,152,112,0.0439,0.1737,0.0639,0.014,0.0419,0.2934,0.3069,0.3373,0.5344,0.8718,-0.0202,0.0,-0.0202
4,2,3,3,4-2-3-3,Lightning Volt,R,4,1,4,3,17,5,29,85,9,39,48,26,141,102,0.0778,0.1876,0.0579,0.01,0.0339,0.2894,0.3139,0.3673,0.5087,0.8759,-0.011,0.0,-0.011
4,2,3,3,4-2-3-3,Sterling Turlington,R,4,4,2,2,21,6,30,81,10,22,48,20,161,102,0.0439,0.1816,0.0599,0.012,0.0419,0.2954,0.309,0.3393,0.5282,0.8675,-0.0211,0.0,-0.0211
4,2,3,3,4-2-3-3,Daz Reference,R,4,3,2,3,21,5,29,81,9,29,47,20,158,102,0.0579,0.1796,0.0579,0.01,0.0419,0.2894,0.3072,0.3473,0.5233,0.8706,-0.0178,0.0,-0.0178
4,2,3,3,4-2-3-3,Dilwyn Silversheen,L,5,3,3,1,20,8,33,82,12,30,47,23,129,117,0.0599,0.1876,0.0659,0.016,0.0399,0.3094,0.3291,0.3693,0.5605,0.9298,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Clifton McCullough,L,4,4,1,3,24,6,30,83,10,23,45,17,156,107,0.0459,0.1856,0.0599,0.012,0.0479,0.3054,0.3201,0.3513,0.5586,0.9099,-0.0098,0.0,-0.0098
4,2,3,3,4-2-3-3,Sheridan Blackstone,R,4,4,2,2,21,6,30,81,10,22,48,20,161,102,0.0439,0.1816,0.0599,0.012,0.0419,0.2954,0.309,0.3393,0.5282,0.8675,-0.0211,0.0,-0.0211
4,2,3,3,4-2-3-3,Talon Wingdiver,R,4,2,5,1,15,7,32,86,11,34,49,30,135,102,0.0679,0.1936,0.0639,0.014,0.0299,0.3014,0.3233,0.3693,0.5182,0.8875,-0.0089,0.0,-0.0089
4,2,3,3,4-2-3-3,Chunky Menthol,L,3,4,1,4,24,5,29,86,9,23,45,17,166,97,0.0459,0.1896,0.0579,0.01,0.0479,0.3054,0.3201,0.3513,0.5523,0.9036,-0.0113,0.0,-0.0113
4,2,3,3,4-2-3-3,Doc Dockerson,R,4,3,3,2,19,6,30,83,10,29,48,23,151,102,0.0579,0.1856,0.0599,0.012,0.0379,0.2954,0.3136,0.3533,0.5233,0.8766,-0.0153,0.0,-0.0153
4,2,3,3,4-2-3-3,Ryan Sir-Wondery,L,4,2,4,2,18,7,31,89,11,35,47,26,130,107,0.0699,0.1996,0.0619,0.014,0.0359,0.3114,0.3348,0.3812,0.5472,0.9284,0.0019,0.0,0.0019
4,2,3,3,4-2-3-3,Alexander Duquense,R,2,4,5,1,15,7,32,96,11,22,50,31,157,80,0.0439,0.2136,0.0639,0.014,0.0299,0.3214,0.3361,0.3653,0.5261,0.8914,-0.0113,0.0,-0.0113
4,2,3,3,4-2-3-3,Annabelle TheGlorious,R,4,4,3,1,19,7,32,82,11,22,49,23,154,102,0.0439,0.1856,0.0639,0.014,0.0379,0.3014,0.3152,0.3453,0.5303,0.8756,-0.018,0.0,-0.018
4,2,3,3,4-2-3-3,Ant Man,R,3,3,5,1,15,7,32,89,11,29,50,30,146,92,0.0579,0.1996,0.0639,0.014,0.0299,0.3074,0.3263,0.3653,0.5191,0.8843,-0.0113,0.0,-0.0113
4,2,3,3,4-2-3-3,Fabian Seacaster,L,4,4,2,2,22,7,31,85,11,23,46,20,149,107,0.0459,0.1916,0.0619,0.014,0.0439,0.3114,0.3264,0.3573,0.5586,0.9159,-0.0073,0.0,-0.0073
4,2,3,3,4-2-3-3,Hubert Dubois,R,2,4,5,1,15,7,32,96,11,22,50,31,157,80,0.0439,0.2136,0.0639,0.014,0.0299,0.3214,0.3361,0.3653,0.5261,0.8914,-0.0113,0.0,-0.0113
4,2,3,3,4-2-3-3,Angel Leon,L,5,3,3,1,20,8,33,82,12,30,47,23,129,117,0.0599,0.1876,0.0659,0.016,0.0399,0.3094,0.3291,0.3693,0.5605,0.9298,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Jacob BallHitter,R,4,4,3,1,19,7,32,82,11,22,49,23,154,102,0.0439,0.1856,0.0639,0.014,0.0379,0.3014,0.3152,0.3453,0.5303,0.8756,-0.018,0.0,-0.018
4,2,3,3,4-2-3-3,Mickey Martino,L,4,4,1,3,24,6,30,83,10,23,45,17,156,107,0.0459,0.1856,0.0599,0.012,0.0479,0.3054,0.3201,0.3513,0.5586,0.9099,-0.0098,0.0,-0.0098
4,2,3,3,4-2-3-3,C.S. Verdad,R,4,5,2,1,21,7,32,80,11,13,49,21,165,102,0.0259,0.1816,0.0639,0.014,0.0419,0.3014,0.3094,0.3273,0.5328,0.8601,-0.0262,0.0,-0.0262
4,2,3,3,4-2-3-3,Carter Kendall,R,4,3,3,2,19,6,30,83,10,29,48,23,151,102,0.0579,0.1856,0.0599,0.012,0.0379,0.2954,0.3136,0.3533,0.5233,0.8766,-0.0153,0.0,-0.0153
4,2,3,3,4-2-3-3,Don Bon,L,4,2,4,2,18,7,31,89,11,35,47,26,130,107,0.0699,0.1996,0.0619,0.014,0.0359,0.3114,0.3348,0.3812,0.5472,0.9284,0.0019,0.0,0.0019
4,2,3,3,4-2-3-3,Fat Lever,L,3,3,3,3,20,6,30,90,10,30,47,23,148,97,0.0599,0.1996,0.0599,0.012,0.0399,0.3114,0.3312,0.3713,0.5478,0.919,-0.0031,0.0,-0.0031
4,2,3,3,4-2-3-3,Gracie Mlodzianowski-Cwej,R,3,5,2,2,21,6,30,84,10,13,49,21,175,92,0.0259,0.1876,0.0599,0.012,0.0419,0.3014,0.3094,0.3273,0.5246,0.8519,-0.0283,0.0,-0.0283
4,2,3,3,4-2-3-3,Salami,L,4,2,3,3,20,6,30,87,10,35,46,23,137,107,0.0699,0.1936,0.0599,0.012,0.0399,0.3054,0.3283,0.3752,0.5472,0.9225,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Tuck,R,5,5,1,1,23,7,32,74,11,13,47,17,165,112,0.0259,0.1697,0.0639,0.014,0.0459,0.2934,0.3012,0.3194,0.5369,0.8562,-0.0284,0.0,-0.0284
4,2,3,3,4-2-3-3,Mickey May,R,2,5,4,1,17,7,32,94,11,13,49,27,171,80,0.0259,0.2096,0.0639,0.014,0.0339,0.3214,0.3299,0.3473,0.5287,0.876,-0.0195,0.0,-0.0195
4,2,3,3,4-2-3-3,Sonar McDeuceski,R,5,4,2,1,21,7,32,76,11,22,48,20,152,112,0.0439,0.1737,0.0639,0.014,0.0419,0.2934,0.3069,0.3373,0.5344,0.8718,-0.0202,0.0,-0.0202
4,2,3,3,4-2-3-3,Bingle Johnson,L,5,3,1,3,24,6,30,79,10,30,44,17,144,117,0.0599,0.1776,0.0599,0.012,0.0479,0.2974,0.3163,0.3573,0.5584,0.9157,-0.0062,0.0,-0.0062
4,2,3,3,4-2-3-3,Henry Atombomb,R,2,3,5,2,15,6,30,97,10,29,49,30,155,80,0.0579,0.2136,0.0599,0.012,0.0299,0.3154,0.3347,0.3733,0.5191,0.8923,-0.0085,0.0,-0.0085
4,2,3,3,4-2-3-3,Nathanial Swenson,L,5,1,3,3,20,6,30,83,10,41,46,22,126,117,0.0818,0.1856,0.0599,0.012,0.0399,0.2974,0.3239,0.3792,0.5457,0.9249,0.0018,0.0,0.0018
4,2,3,3,4-2-3-3,Nash Ellis,R,2,2,4,4,17,4,28,95,8,34,48,26,161,80,0.0679,0.2056,0.0559,0.008,0.0339,0.3034,0.3255,0.3713,0.5118,0.883,-0.0102,0.0,-0.0102
4,2,3,3,4-2-3-3,Hudson Hildebrandt,R,5,1,5,1,15,7,32,82,11,39,49,30,124,112,0.0778,0.1856,0.0639,0.014,0.0299,0.2934,0.3182,0.3713,0.5152,0.8864,-0.0077,0.0,-0.0077
4,2,3,3,4-2-3-3,Rascal Alex,L,2,4,3,3,20,6,30,97,10,23,47,23,160,85,0.0459,0.2136,0.0599,0.012,0.0399,0.3253,0.341,0.3713,0.5544,0.9257,-0.0031,0.0,-0.0031
4,2,3,3,4-2-3-3,Sleve McDichael,R,5,1,3,3,19,5,29,79,9,39,48,23,138,112,0.0778,0.1756,0.0579,0.01,0.0379,0.2814,0.3052,0.3593,0.513,0.8723,-0.0132,0.0,-0.0132
4,2,3,3,4-2-3-3,Mad Monty,L,4,4,1,3,24,6,30,83,10,23,45,17,156,107,0.0459,0.1856,0.0599,0.012,0.0479,0.3054,0.3201,0.3513,0.5586,0.9099,-0.0098,0.0,-0.0098
4,2,3,3,4-2-3-3,John Wittman,L,3,2,5,2,16,7,31,94,11,35,48,30,132,97,0.0699,0.2096,0.0619,0.014,0.0319,0.3174,0.3412,0.3872,0.5408,0.928,0.0028,0.0,0.0028
4,2,3,3,4-2-3-3,Maurice Cheeks,R,4,2,5,1,15,7,32,86,11,34,49,30,135,102,0.0679,0.1936,0.0639,0.014,0.0299,0.3014,0.3233,0.3693,0.5182,0.8875,-0.0089,0.0,-0.0089
4,2,3,3,4-2-3-3,Ricky Venucci,L,3,2,5,2,16,7,31,94,11,35,48,30,132,97,0.0699,0.2096,0.0619,0.014,0.0319,0.3174,0.3412,0.3872,0.5408,0.928,0.0028,0.0,0.0028
4,2,3,3,4-2-3-3,Ryan Gastings,L,2,4,2,4,22,5,29,95,9,23,46,20,167,85,0.0459,0.2076,0.0579,0.01,0.0439,0.3194,0.3347,0.3653,0.5544,0.9197,-0.0056,0.0,-0.0056
4,2,3,3,4-2-3-3,Sheldor Sheldor,R,3,2,4,3,17,5,29,88,9,34,48,26,153,92,0.0679,0.1936,0.0579,0.01,0.0339,0.2954,0.3169,0.3633,0.5096,0.8729,-0.0135,0.0,-0.0135
4,2,3,3,4-2-3-3,Geno Scaramucci,L,5,4,1,2,24,7,31,79,11,23,45,17,147,117,0.0459,0.1796,0.0619,0.014,0.0479,0.3034,0.318,0.3493,0.5628,0.9121,-0.0095,0.0,-0.0095
4,2,3,3,4-2-3-3,Kancing Mutlak,R,2,2,4,4,17,4,28,95,8,34,48,26,161,80,0.0679,0.2056,0.0559,0.008,0.0339,0.3034,0.3255,0.3713,0.5118,0.883,-0.0102,0.0,-0.0102
4,2,3,3,4-2-3-3,peachespeachespeaches,R,2,3,2,5,21,3,26,92,7,29,47,20,176,80,0.0579,0.1976,0.0519,0.006,0.0419,0.2974,0.3157,0.3553,0.5169,0.8722,-0.0166,0.0,-0.0166
4,2,3,3,4-2-3-3,Matt Himynamis,R,2,5,3,2,19,6,30,93,10,13,49,24,177,80,0.0259,0.2056,0.0599,0.012,0.0379,0.3154,0.3238,0.3413,0.5266,0.868,-0.0225,0.0,-0.0225
4,2,3,3,4-2-3-3,AALarry Longshot,R,3,2,4,3,17,5,29,88,9,34,48,26,153,92,0.0679,0.1936,0.0579,0.01,0.0339,0.2954,0.3169,0.3633,0.5096,0.8729,-0.0135,0.0,-0.0135
4,2,3,3,4-2-3-3,Joe Mitsubishi,R,3,5,3,1,19,7,32,85,11,13,49,24,169,92,0.0259,0.1916,0.0639,0.014,0.0379,0.3074,0.3156,0.3333,0.5266,0.86,-0.0253,0.0,-0.0253
4,2,3,3,4-2-3-3,Satchel O'Cultist 44,L,4,2,4,2,18,7,31,89,11,35,47,26,130,107,0.0699,0.1996,0.0619,0.014,0.0359,0.3114,0.3348,0.3812,0.5472,0.9284,0.0019,0.0,0.0019
4,2,3,3,4-2-3-3,Brent Chillwater,L,5,3,1,3,24,6,30,79,10,30,44,17,144,117,0.0599,0.1776,0.0599,0.012,0.0479,0.2974,0.3163,0.3573,0.5584,0.9157,-0.0062,0.0,-0.0062
4,2,3,3,4-2-3-3,Triscuit McBiskit,R,5,4,1,2,23,6,30,75,10,22,46,17,160,112,0.0439,0.1697,0.0599,0.012,0.0459,0.2874,0.3006,0.3313,0.5324,0.8637,-0.0232,0.0,-0.0232
4,2,3,3,4-2-3-3,R'lyeh R'ivy,R,4,2,4,2,17,6,30,85,10,34,48,26,143,102,0.0679,0.1896,0.0599,0.012,0.0339,0.2954,0.3169,0.3633,0.5161,0.8793,-0.0119,0.0,-0.0119
4,2,3,3,4-2-3-3,Atlas Quin,L,3,2,4,3,18,6,30,92,10,35,47,26,140,97,0.0699,0.2036,0.0599,0.012,0.0359,0.3114,0.3348,0.3812,0.5408,0.922,0.0003,0.0,0.0003
4,2,3,3,4-2-3-3,Bartholomew Crumblepuff,L,3,2,4,3,18,6,30,92,10,35,47,26,140,97,0.0699,0.2036,0.0599,0.012,0.0359,0.3114,0.3348,0.3812,0.5408,0.922,0.0003,0.0,0.0003
4,2,3,3,4-2-3-3,Kenji Matsumoto,L,3,3,4,2,18,7,31,92,11,30,47,26,142,97,0.0599,0.2056,0.0619,0.014,0.0359,0.3174,0.3376,0.3772,0.5478,0.925,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Liam,L,4,3,4,1,18,8,33,88,12,30,47,26,132,107,0.0599,0.1996,0.0659,0.016,0.0359,0.3174,0.3376,0.3772,0.5563,0.9335,0.0016,0.0,0.0016
4,2,3,3,4-2-3-3,Max Muncy,L,5,2,3,2,20,7,31,83,11,35,46,23,128,117,0.0699,0.1876,0.0619,0.014,0.0399,0.3034,0.3262,0.3733,0.5515,0.9248,-0.0003,0.0,-0.0003
4,2,3,3,4-2-3-3,Rusty Hammerschlagen,R,3,4,4,1,17,7,32,87,11,22,49,27,157,92,0.0439,0.1956,0.0639,0.014,0.0339,0.3074,0.3215,0.3513,0.524,0.8753,-0.0171,0.0,-0.0171
4,2,3,3,4-2-3-3,Sara Rousseau,R,3,5,3,1,19,7,32,85,11,13,49,24,169,92,0.0259,0.1916,0.0639,0.014,0.0379,0.3074,0.3156,0.3333,0.5266,0.86,-0.0253,0.0,-0.0253
4,2,3,3,4-2-3-3,Tyler Helman,L,3,4,4,1,18,8,33,91,12,23,48,27,144,97,0.0459,0.2056,0.0659,0.016,0.0359,0.3234,0.3389,0.3693,0.5544,0.9237,-0.0033,0.0,-0.0033
4,2,3,3,4-2-3-3,James St. Louis,R,2,5,2,3,21,5,29,91,9,13,48,21,184,80,0.0259,0.1996,0.0579,0.01,0.0419,0.3094,0.3176,0.3353,0.5266,0.862,-0.025,0.0,-0.025
4,2,3,3,4-2-3-3,Joey Wheeler,L,5,3,2,2,22,7,31,81,11,30,46,20,136,117,0.0599,0.1836,0.0619,0.014,0.0439,0.3034,0.3227,0.3633,0.5584,0.9217,-0.0037,0.0,-0.0037
4,2,3,3,4-2-3-3,LaCarpetron Dukemarriot II,R,4,2,4,2,17,6,30,85,10,34,48,26,143,102,0.0679,0.1896,0.0599,0.012,0.0339,0.2954,0.3169,0.3633,0.5161,0.8793,-0.0119,0.0,-0.0119
4,2,3,3,4-2-3-3,Lane Drew,L,3,3,4,2,18,7,31,92,11,30,47,26,142,97,0.0599,0.2056,0.0619,0.014,0.0359,0.3174,0.3376,0.3772,0.5478,0.925,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Pablo Sanchez,R,5,4,2,1,21,7,32,76,11,22,48,20,152,112,0.0439,0.1737,0.0639,0.014,0.0419,0.2934,0.3069,0.3373,0.5344,0.8718,-0.0202,0.0,-0.0202
4,2,3,3,4-2-3-3,Finkle Sparkles,R,4,2,4,2,17,6,30,85,10,34,48,26,143,102,0.0679,0.1896,0.0599,0.012,0.0339,0.2954,0.3169,0.3633,0.5161,0.8793,-0.0119,0.0,-0.0119
4,2,3,3,4-2-3-3,Kyuss Kosades,R,3,3,5,1,15,7,32,89,11,29,50,30,146,92,0.0579,0.1996,0.0639,0.014,0.0299,0.3074,0.3263,0.3653,0.5191,0.8843,-0.0113,0.0,-0.0113
4,2,3,3,4-2-3-3,Mama Luigi,L,4,1,2,5,22,4,27,86,8,41,45,20,141,107,0.0818,0.1876,0.0539,0.008,0.0439,0.2934,0.3196,0.3752,0.5391,0.9144,-0.0016,0.0,-0.0016
4,2,3,3,4-2-3-3,Meerkat Preller,L,4,5,1,2,24,7,31,83,11,14,45,17,162,107,0.0279,0.1876,0.0619,0.014,0.0479,0.3114,0.3203,0.3393,0.5606,0.8999,-0.0155,0.0,-0.0155
4,2,3,3,4-2-3-3,Adam Croft,L,5,4,1,2,24,7,31,79,11,23,45,17,147,117,0.0459,0.1796,0.0619,0.014,0.0479,0.3034,0.318,0.3493,0.5628,0.9121,-0.0095,0.0,-0.0095
4,2,3,3,4-2-3-3,Jamal Fyre,R,4,1,5,2,15,6,30,87,10,39,49,30,133,102,0.0778,0.1936,0.0599,0.012,0.0299,0.2954,0.3203,0.3733,0.5087,0.8819,-0.0085,0.0,-0.0085
4,2,3,3,4-2-3-3,Sock Monkey,L,2,3,4,3,18,6,30,99,10,30,47,26,150,85,0.0599,0.2176,0.0599,0.012,0.0359,0.3253,0.3461,0.3852,0.5499,0.9351,0.0027,0.0,0.0027
4,2,3,3,4-2-3-3,Tony Smehrik,L,3,5,2,2,22,7,31,88,11,14,47,21,163,97,0.0279,0.1976,0.0619,0.014,0.0439,0.3174,0.3265,0.3453,0.5544,0.8997,-0.0145,0.0,-0.0145
4,2,3,3,4-2-3-3,Arby Eye,L,1,5,4,2,18,7,31,108,11,14,47,27,169,69,0.0279,0.2375,0.0619,0.014,0.0359,0.3493,0.3593,0.3772,0.5626,0.9399,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Jimothy Jhompson,L,4,2,4,2,18,7,31,89,11,35,47,26,130,107,0.0699,0.1996,0.0619,0.014,0.0359,0.3114,0.3348,0.3812,0.5472,0.9284,0.0019,0.0,0.0019
4,2,3,3,4-2-3-3,Jura Benjamin Juney,R,2,5,4,1,17,7,32,94,11,13,49,27,171,80,0.0259,0.2096,0.0639,0.014,0.0339,0.3214,0.3299,0.3473,0.5287,0.876,-0.0195,0.0,-0.0195
4,2,3,3,4-2-3-3,Trevor Rose,R,3,2,4,3,17,5,29,88,9,34,48,26,153,92,0.0679,0.1936,0.0579,0.01,0.0339,0.2954,0.3169,0.3633,0.5096,0.8729,-0.0135,0.0,-0.0135
4,2,3,3,4-2-3-3,K Junk,R,5,4,1,2,23,6,30,75,10,22,46,17,160,112,0.0439,0.1697,0.0599,0.012,0.0459,0.2874,0.3006,0.3313,0.5324,0.8637,-0.0232,0.0,-0.0232
4,2,3,3,4-2-3-3,Kevin James,L,3,3,5,1,16,8,33,93,12,30,48,30,134,97,0.0599,0.2096,0.0659,0.016,0.0319,0.3234,0.3439,0.3832,0.5499,0.9331,0.0025,0.0,0.0025
4,2,3,3,4-2-3-3,Damon Razor,L,2,4,4,2,18,7,31,99,11,23,47,27,153,85,0.0459,0.2196,0.0619,0.014,0.0359,0.3313,0.3473,0.3772,0.5544,0.9316,-0.0006,0.0,-0.0006
4,2,3,3,4-2-3-3,Dakota Carolina Montana,R,3,4,2,3,21,5,29,84,9,22,48,20,171,92,0.0439,0.1856,0.0579,0.01,0.0419,0.2954,0.309,0.3393,0.5219,0.8612,-0.0226,0.0,-0.0226
4,2,3,3,4-2-3-3,Haloick Oasis,L,3,5,2,2,22,7,31,88,11,14,47,21,163,97,0.0279,0.1976,0.0619,0.014,0.0439,0.3174,0.3265,0.3453,0.5544,0.8997,-0.0145,0.0,-0.0145
4,2,3,3,4-2-3-3,Johnny Dickshot,R,4,4,3,1,19,7,32,82,11,22,49,23,154,102,0.0439,0.1856,0.0639,0.014,0.0379,0.3014,0.3152,0.3453,0.5303,0.8756,-0.018,0.0,-0.018
4,2,3,3,4-2-3-3,Mitch Meanmug,R,4,3,3,2,19,6,30,83,10,29,48,23,151,102,0.0579,0.1856,0.0599,0.012,0.0379,0.2954,0.3136,0.3533,0.5233,0.8766,-0.0153,0.0,-0.0153
4,2,3,3,4-2-3-3,Spitty McSpit,L,1,4,2,5,22,4,27,105,8,23,45,20,178,69,0.0459,0.2255,0.0539,0.008,0.0439,0.3313,0.3473,0.3772,0.5586,0.9358,-0.0004,0.0,-0.0004
4,2,3,3,4-2-3-3,Smokey Zygowski,R,4,4,2,2,21,6,30,81,10,22,48,20,161,102,0.0439,0.1816,0.0599,0.012,0.0419,0.2954,0.309,0.3393,0.5282,0.8675,-0.0211,0.0,-0.0211
4,2,3,3,4-2-3-3,XxXJuniJuni PandaXxX,L,2,5,4,1,18,8,33,98,12,14,48,27,158,85,0.0279,0.2196,0.0659,0.016,0.0359,0.3373,0.347,0.3653,0.5585,0.9238,-0.0057,0.0,-0.0057
4,2,3,3,4-2-3-3,R'lyeh Cultist 14,R,5,4,1,2,23,6,30,75,10,22,46,17,160,112,0.0439,0.1697,0.0599,0.012,0.0459,0.2874,0.3006,0.3313,0.5324,0.8637,-0.0232,0.0,-0.0232
4,2,3,3,4-2-3-3,VI,L,3,3,5,1,16,8,33,93,12,30,48,30,134,97,0.0599,0.2096,0.0659,0.016,0.0319,0.3234,0.3439,0.3832,0.5499,0.9331,0.0025,0.0,0.0025
4,2,3,3,4-2-3-3,December Beckett,R,4,3,2,3,21,5,29,81,9,29,47,20,158,102,0.0579,0.1796,0.0579,0.01,0.0419,0.2894,0.3072,0.3473,0.5233,0.8706,-0.0178,0.0,-0.0178
4,2,3,3,4-2-3-3,AJ Wolfe,L,5,5,1,1,24,8,33,78,12,14,46,17,152,117,0.0279,0.1796,0.0659,0.016,0.0479,0.3094,0.3183,0.3373,0.5667,0.9041,-0.0146,0.0,-0.0146
4,2,3,3,4-2-3-3,John Applebees,R,3,3,4,2,17,6,30,88,10,29,49,26,154,92,0.0579,0.1956,0.0599,0.012,0.0339,0.3014,0.3199,0.3593,0.5169,0.8762,-0.0143,0.0,-0.0143
4,2,4,2,4-2-4-2,Bucky Gorgonzola,L,2,3,5,2,18,6,30,100,10,30,46,26,150,85,0.0599,0.2196,0.0599,0.012,0.0359,0.3273,0.3482,0.3872,0.552,0.9392,0.0039,0.0,0.0039
4,2,4,2,4-2-4-2,Captain Trash,L,4,1,2,5,24,3,24,88,6,41,43,16,149,107,0.0818,0.1876,0.0479,0.006,0.0479,0.2894,0.3152,0.3713,0.537,0.9082,-0.004,0.0,-0.004
