result,spray_bucket,station_idx,q,la_topped,ev_topped,dist_topped,la_uppercut,ev_uppercut,dist_uppercut
3B,RF_GAP,43,0.43,15.0,103.5,320.0,19.0,95.7,319.0
3B,RF_GAP,44,0.44,15.0,96.6,319.0,19.0,102.4,322.0
3B,RF_GAP,45,0.45,15.0,103.5,320.0,18.0,97.8,322.0
3B,RF_GAP,46,0.46,16.0,98.3,323.0,19.0,102.4,322.0
3B,RF_GAP,47,0.47,17.0,102.7,323.0,19.0,98.0,324.0
3B,RF_GAP,48,0.48,16.0,102.7,324.0,19.0,96.9,324.0
3B,RF_GAP,49,0.49,17.0,103.6,324.0,22.0,92.3,325.0
3B,RF_GAP,50,0.5,17.0,105.6,326.0,20.0,97.3,327.0
3B,RF_GAP,51,0.51,18.0,97.5,328.0,20.0,95.5,326.0
3B,RF_GAP,52,0.52,18.0,107.8,329.0,21.0,95.3,329.0
3B,RF_GAP,53,0.53,18.0,106.6,328.0,21.0,95.3,329.0
3B,RF_GAP,54,0.54,18.0,107.8,329.0,21.0,91.8,330.0
3B,RF_GAP,55,0.55,16.0,102.2,332.0,19.0,96.2,332.0
3B,RF_GAP,56,0.56,17.0,103.0,334.0,20.0,94.0,332.0
3B,RF_GAP,57,0.57,17.0,104.0,333.0,19.0,104.9,333.0
3B,RF_GAP,58,0.58,17.0,105.7,336.0,22.0,95.4,333.0
3B,RF_GAP,59,0.59,17.0,105.7,336.0,21.0,98.4,337.0
3B,RF_GAP,60,0.6,17.0,101.4,337.0,21.0,101.9,339.0
3B,RF_GAP,61,0.61,18.0,111.2,340.0,23.0,102.6,340.0
3B,RF_GAP,62,0.62,18.0,104.3,340.0,22.0,101.9,340.0
3B,RF_GAP,63,0.63,18.0,104.3,340.0,22.0,95.6,342.0
3B,RF_GAP,64,0.64,18.0,104.3,340.0,20.0,93.9,342.0
3B,RF_GAP,65,0.65,18.0,108.6,343.0,19.0,98.4,343.0
3B,RF_GAP,66,0.66,17.0,106.5,343.0,19.0,102.7,344.0
3B,RF_GAP,67,0.67,18.0,98.2,343.0,19.0,105.7,345.0
3B,RF_GAP,68,0.68,18.0,105.5,345.0,20.0,99.1,345.0
3B,RF_GAP,69,0.69,20.0,100.7,347.0,23.0,94.9,347.0
3B,RF_GAP,70,0.7,21.0,100.4,348.0,22.0,99.7,348.0
3B,RF_GAP,71,0.71,21.0,102.6,348.0,22.0,100.1,347.0
3B,RF_GAP,72,0.72,17.0,106.6,349.0,20.0,101.8,348.0
3B,RF_GAP,73,0.73,17.0,109.4,350.0,19.0,104.3,350.0
3B,RF_GAP,74,0.74,17.0,103.8,350.0,20.0,103.3,350.0
3B,RF_GAP,75,0.75,18.0,101.1,351.0,21.0,103.1,351.0
3B,RF_GAP,76,0.76,21.0,100.4,351.0,21.0,99.6,353.0
3B,RF_GAP,77,0.77,19.0,104.4,354.0,21.0,97.8,353.0
3B,RF_GAP,78,0.78,18.0,106.4,353.0,21.0,105.2,353.0
3B,RF_GAP,79,0.79,19.0,104.4,354.0,21.0,97.8,353.0
3B,RF_GAP,80,0.8,21.0,95.8,354.0,23.0,100.7,354.0
3B,RF_GAP,81,0.81,21.0,95.8,354.0,23.0,100.7,354.0
3B,RF_GAP,82,0.82,21.0,100.1,356.0,24.0,97.1,358.0
3B,RF_GAP,83,0.83,21.0,99.6,357.0,23.0,98.5,356.0
3B,RF_GAP,84,0.84,20.0,100.2,357.0,24.0,99.5,359.0
3B,RF_GAP,85,0.85,21.0,99.9,360.0,23.0,94.8,360.0
3B,RF_GAP,86,0.86,21.0,99.9,360.0,23.0,97.8,361.0
3B,RF_GAP,87,0.87,23.0,94.8,360.0,23.0,97.8,361.0
3B,RF_GAP,88,0.88,23.0,97.8,361.0,23.0,100.1,362.0
3B,RF_GAP,89,0.89,22.0,99.2,362.0,23.0,97.9,362.0
3B,RF_GAP,90,0.9,20.0,99.5,363.0,22.0,99.2,362.0
3B,RF_GAP,91,0.91,20.0,99.1,365.0,22.0,103.2,362.0
3B,RF_GAP,92,0.92,20.0,99.1,365.0,23.0,100.3,366.0
3B,RF_GAP,93,0.93,23.0,100.3,366.0,23.0,100.3,366.0
3B,RF_GAP,94,0.94,22.0,100.5,367.0,22.0,100.5,367.0
3B,RF_GAP,95,0.95,25.0,98.2,367.0,25.0,98.2,367.0
3B,RF_GAP,96,0.96,26.0,98.6,367.0,26.0,98.6,367.0
3B,RF_GAP,97,0.97,23.0,101.3,368.0,23.0,101.3,368.0
3B,RF_GAP,98,0.98,23.0,101.3,368.0,23.0,101.3,368.0
3B,RF_GAP,99,0.99,22.0,99.7,368.0,22.0,99.7,368.0
3B,RF_GAP,100,1.0,22.0,99.7,368.0,22.0,99.7,368.0
3B,RF,0,0.0,-3.0,101.8,39.0,1.0,99.1,51.0
3B,RF,1,0.01,-3.0,101.8,39.0,1.0,99.1,51.0
3B,RF,2,0.02,-2.0,97.0,34.0,2.0,94.8,50.0
3B,RF,3,0.03,0.0,100.5,49.0,2.0,100.1,64.0
3B,RF,4,0.04,0.0,103.6,53.0,3.0,90.7,72.0
3B,RF,5,0.05,2.0,96.2,61.0,5.0,87.0,83.0
3B,RF,6,0.06,2.0,105.2,66.0,7.0,82.1,92.0
3B,RF,7,0.07,2.0,106.7,87.0,7.0,88.5,94.0
3B,RF,8,0.08,3.0,104.9,107.0,7.0,86.5,98.0
3B,RF,9,0.09,3.0,96.9,114.0,7.0,86.4,108.0
3B,RF,10,0.1,3.0,96.9,114.0,9.0,92.1,120.0
3B,RF,11,0.11,6.0,99.1,112.0,10.0,84.9,129.0
3B,RF,12,0.12,6.0,94.2,129.0,11.0,87.9,147.0
3B,RF,13,0.13,6.0,94.2,129.0,10.0,75.8,136.0
3B,RF,14,0.14,6.0,105.9,137.0,12.0,91.7,159.0
3B,RF,15,0.15,7.0,100.8,170.0,13.0,86.4,170.0
3B,RF,16,0.16,8.0,95.7,174.0,13.0,86.4,170.0
3B,RF,17,0.17,9.0,109.5,170.0,14.0,90.0,176.0
3B,RF,18,0.18,9.0,109.2,179.0,14.0,87.4,179.0
3B,RF,19,0.19,9.0,109.2,179.0,14.0,87.4,179.0
3B,RF,20,0.2,10.0,103.9,176.0,14.0,92.0,185.0
3B,RF,21,0.21,10.0,107.8,184.0,14.0,87.3,185.0
3B,RF,22,0.22,10.0,106.4,186.0,14.0,92.0,185.0
3B,RF,23,0.23,11.0,112.8,187.0,13.0,98.8,196.0
3B,RF,24,0.24,11.0,93.9,197.0,16.0,84.8,200.0
3B,RF,25,0.25,11.0,97.6,200.0,16.0,84.8,200.0
3B,RF,26,0.26,10.0,106.8,204.0,16.0,84.8,200.0
3B,RF,27,0.27,10.0,94.1,204.0,18.0,81.1,209.0
3B,RF,28,0.28,11.0,105.5,205.0,17.0,86.9,216.0
3B,RF,29,0.29,12.0,99.8,206.0,17.0,86.9,216.0
3B,RF,30,0.3,12.0,112.8,227.0,17.0,86.9,216.0
3B,RF,31,0.31,13.0,95.7,221.0,20.0,83.1,228.0
3B,RF,32,0.32,15.0,97.6,221.0,26.0,76.9,230.0
3B,RF,33,0.33,15.0,94.9,231.0,26.0,73.8,227.0
3B,RF,34,0.34,15.0,100.2,230.0,26.0,74.8,233.0
3B,RF,35,0.35,13.0,101.8,231.0,26.0,74.8,233.0
3B,RF,36,0.36,12.0,101.8,243.0,29.0,75.4,237.0
3B,RF,37,0.37,13.0,95.5,241.0,29.0,75.4,237.0
3B,RF,38,0.38,13.0,101.4,246.0,23.0,82.3,243.0
3B,RF,39,0.39,14.0,107.3,246.0,22.0,93.1,248.0
3B,RF,40,0.4,14.0,107.9,247.0,21.0,83.2,250.0
3B,RF,41,0.41,14.0,101.4,250.0,21.0,92.1,252.0
3B,RF,42,0.42,14.0,112.9,255.0,20.0,84.1,251.0
3B,RF,43,0.43,14.0,107.7,259.0,20.0,87.2,253.0
3B,RF,44,0.44,15.0,95.4,261.0,19.0,92.5,254.0
3B,RF,45,0.45,15.0,95.1,261.0,23.0,88.9,259.0
3B,RF,46,0.46,16.0,95.2,260.0,24.0,84.5,260.0
3B,RF,47,0.47,15.0,95.1,261.0,21.0,84.7,264.0
3B,RF,48,0.48,14.0,99.9,268.0,21.0,95.0,264.0
3B,RF,49,0.49,14.0,99.9,268.0,21.0,89.8,268.0
3B,RF,50,0.5,15.0,97.8,269.0,21.0,89.8,268.0
3B,RF,51,0.51,16.0,105.1,270.0,23.0,88.7,276.0
3B,RF,52,0.52,16.0,105.3,279.0,23.0,88.7,276.0
3B,RF,53,0.53,19.0,89.0,280.0,26.0,85.9,281.0
3B,RF,54,0.54,18.0,96.2,282.0,25.0,86.0,280.0
3B,RF,55,0.55,17.0,97.6,283.0,25.0,86.0,280.0
3B,RF,56,0.56,16.0,102.5,282.0,22.0,89.5,284.0
3B,RF,57,0.57,17.0,97.6,283.0,22.0,89.5,284.0
3B,RF,58,0.58,17.0,106.5,288.0,20.0,90.8,286.0
3B,RF,59,0.59,19.0,91.5,289.0,23.0,89.9,287.0
3B,RF,60,0.6,19.0,93.9,292.0,22.0,92.9,294.0
3B,RF,61,0.61,19.0,97.5,295.0,24.0,90.6,291.0
3B,RF,62,0.62,20.0,96.3,300.0,24.0,87.2,302.0
3B,RF,63,0.63,20.0,93.4,299.0,24.0,87.2,302.0
3B,RF,64,0.64,19.0,102.3,300.0,24.0,97.1,306.0
3B,RF,65,0.65,18.0,99.8,302.0,24.0,95.8,310.0
3B,RF,66,0.66,20.0,101.3,312.0,27.0,88.9,311.0
3B,RF,67,0.67,20.0,101.3,312.0,27.0,86.7,309.0
3B,RF,68,0.68,22.0,102.4,316.0,26.0,91.9,317.0
3B,RF,69,0.69,19.0,109.1,324.0,24.0,95.4,320.0
3B,RF,70,0.7,22.0,97.7,318.0,29.0,97.3,327.0
3B,RF,71,0.71,24.0,95.1,328.0,34.0,87.0,328.0
3B,RF,72,0.72,27.0,93.2,329.0,34.0,87.0,328.0
3B,RF,73,0.73,27.0,93.2,329.0,28.0,93.7,329.0
3B,RF,74,0.74,26.0,95.0,331.0,28.0,91.8,331.0
3B,RF,75,0.75,28.0,91.8,331.0,35.0,95.9,334.0
3B,RF,76,0.76,29.0,93.0,334.0,34.0,98.6,333.0
3B,RF,77,0.77,29.0,98.7,337.0,32.0,88.9,336.0
3B,RF,78,0.78,29.0,96.1,337.0,32.0,88.9,336.0
3B,RF,79,0.79,28.0,99.6,339.0,32.0,88.9,336.0
3B,RF,80,0.8,26.0,97.2,339.0,29.0,93.0,341.0
3B,RF,81,0.81,26.0,97.5,343.0,29.0,93.0,341.0
3B,RF,82,0.82,26.0,97.5,343.0,28.0,99.3,341.0
3B,RF,83,0.83,26.0,96.9,344.0,29.0,98.3,345.0
3B,RF,84,0.84,27.0,98.4,345.0,29.0,100.0,347.0
3B,RF,85,0.85,29.0,100.0,347.0,30.0,93.5,350.0
3B,RF,86,0.86,29.0,94.3,350.0,30.0,93.5,350.0
3B,RF,87,0.87,24.0,103.5,352.0,29.0,94.3,350.0
3B,RF,88,0.88,27.0,103.2,352.0,29.0,101.3,350.0
3B,RF,89,0.89,24.0,103.5,352.0,26.0,104.3,355.0
3B,RF,90,0.9,26.0,104.3,355.0,28.0,95.3,357.0
3B,RF,91,0.91,24.0,100.9,357.0,25.0,94.6,358.0
3B,RF,92,0.92,25.0,99.1,359.0,26.0,100.0,358.0
3B,RF,93,0.93,25.0,97.5,359.0,26.0,100.0,358.0
3B,RF,94,0.94,26.0,94.5,360.0,26.0,100.0,358.0
3B,RF,95,0.95,27.0,94.7,361.0,27.0,94.7,361.0
3B,RF,96,0.96,26.0,93.7,363.0,26.0,93.7,363.0
3B,RF,97,0.97,29.0,99.4,363.0,29.0,99.4,363.0
3B,RF,98,0.98,30.0,96.8,366.0,30.0,96.8,366.0
3B,RF,99,0.99,29.0,98.3,368.0,29.0,98.3,368.0
3B,RF,100,1.0,29.0,98.3,368.0,29.0,98.3,368.0
3B,1B_LINE,0,0.0,-3.0,104.4,34.0,-1.0,78.7,33.0
3B,1B_LINE,1,0.01,-3.0,104.4,34.0,-1.0,78.7,33.0
3B,1B_LINE,2,0.02,-3.0,104.4,34.0,0.0,91.7,40.0
3B,1B_LINE,3,0.03,-3.0,92.6,38.0,0.0,95.5,42.0
3B,1B_LINE,4,0.04,-3.0,92.6,38.0,1.0,86.5,46.0
3B,1B_LINE,5,0.05,-1.0,99.9,40.0,1.0,83.0,44.0
3B,1B_LINE,6,0.06,0.0,105.9,49.0,2.0,86.5,50.0
3B,1B_LINE,7,0.07,0.0,105.9,49.0,2.0,84.3,54.0
3B,1B_LINE,8,0.08,0.0,107.9,51.0,2.0,74.7,55.0
3B,1B_LINE,9,0.09,0.0,97.8,54.0,2.0,105.2,62.0
3B,1B_LINE,10,0.1,0.0,101.1,57.0,2.0,100.3,67.0
3B,1B_LINE,11,0.11,0.0,96.9,62.0,4.0,84.3,68.0
3B,1B_LINE,12,0.12,0.0,96.9,62.0,6.0,74.3,72.0
3B,1B_LINE,13,0.13,2.0,97.7,69.0,4.0,84.3,68.0
3B,1B_LINE,14,0.14,3.0,98.1,72.0,4.0,95.9,76.0
3B,1B_LINE,15,0.15,3.0,95.1,75.0,4.0,89.4,74.0
3B,1B_LINE,16,0.16,3.0,101.6,76.0,4.0,99.0,86.0
3B,1B_LINE,17,0.17,3.0,99.1,77.0,5.0,96.0,88.0
3B,1B_LINE,18,0.18,4.0,99.0,86.0,5.0,98.7,95.0
3B,1B_LINE,19,0.19,3.0,96.1,95.0,5.0,104.0,101.0
3B,1B_LINE,20,0.2,3.0,105.2,98.0,10.0,76.5,103.0
3B,1B_LINE,21,0.21,4.0,102.5,109.0,10.0,76.5,103.0
3B,1B_LINE,22,0.22,5.0,88.4,102.0,10.0,76.5,103.0
3B,1B_LINE,23,0.23,6.0,103.0,104.0,9.0,81.6,115.0
3B,1B_LINE,24,0.24,6.0,100.1,120.0,9.0,86.2,111.0
3B,1B_LINE,25,0.25,6.0,100.1,120.0,8.0,90.8,133.0
3B,1B_LINE,26,0.26,7.0,89.7,125.0,9.0,90.8,134.0
3B,1B_LINE,27,0.27,6.0,93.4,140.0,9.0,90.8,134.0
3B,1B_LINE,28,0.28,7.0,89.3,142.0,12.0,83.9,142.0
3B,1B_LINE,29,0.29,8.0,98.6,150.0,13.0,76.7,149.0
3B,1B_LINE,30,0.3,8.0,98.6,150.0,13.0,76.7,149.0
3B,1B_LINE,31,0.31,6.0,97.3,154.0,13.0,85.9,152.0
3B,1B_LINE,32,0.32,6.0,97.3,154.0,13.0,85.9,152.0
3B,1B_LINE,33,0.33,8.0,92.8,160.0,13.0,86.9,162.0
3B,1B_LINE,34,0.34,8.0,92.8,160.0,13.0,80.8,159.0
3B,1B_LINE,35,0.35,8.0,100.9,164.0,13.0,80.8,159.0
3B,1B_LINE,36,0.36,9.0,106.9,166.0,14.0,82.0,167.0
3B,1B_LINE,37,0.37,10.0,103.3,167.0,14.0,82.0,167.0
3B,1B_LINE,38,0.38,11.0,86.3,170.0,13.0,89.3,168.0
3B,1B_LINE,39,0.39,10.0,100.5,173.0,12.0,99.2,171.0
3B,1B_LINE,40,0.4,10.0,100.5,173.0,13.0,85.3,174.0
3B,1B_LINE,41,0.41,10.0,98.9,176.0,13.0,85.3,174.0
3B,1B_LINE,42,0.42,10.0,98.9,176.0,13.0,88.4,179.0
3B,1B_LINE,43,0.43,10.0,98.9,176.0,13.0,95.0,182.0
3B,1B_LINE,44,0.44,9.0,110.0,182.0,13.0,95.0,182.0
3B,1B_LINE,45,0.45,10.0,107.0,185.0,14.0,95.3,189.0
3B,1B_LINE,46,0.46,12.0,102.4,190.0,17.0,81.4,189.0
3B,1B_LINE,47,0.47,13.0,101.5,190.0,17.0,81.4,189.0
3B,1B_LINE,48,0.48,11.0,108.6,192.0,15.0,86.3,193.0
3B,1B_LINE,49,0.49,11.0,108.6,192.0,14.0,97.7,190.0
3B,1B_LINE,50,0.5,11.0,108.6,192.0,15.0,85.3,200.0
3B,1B_LINE,51,0.51,12.0,92.7,198.0,15.0,89.5,201.0
3B,1B_LINE,52,0.52,11.0,103.8,202.0,15.0,85.3,200.0
3B,1B_LINE,53,0.53,11.0,103.8,202.0,23.0,78.1,204.0
3B,1B_LINE,54,0.54,13.0,98.5,207.0,23.0,78.1,204.0
3B,1B_LINE,55,0.55,14.0,85.5,206.0,23.0,78.1,204.0
3B,1B_LINE,56,0.56,14.0,95.6,214.0,15.0,90.2,213.0
3B,1B_LINE,57,0.57,14.0,95.6,214.0,17.0,84.4,218.0
3B,1B_LINE,58,0.58,13.0,105.5,217.0,15.0,84.2,215.0
3B,1B_LINE,59,0.59,13.0,99.2,221.0,18.0,88.7,224.0
3B,1B_LINE,60,0.6,13.0,99.2,221.0,16.0,94.6,225.0
3B,1B_LINE,61,0.61,14.0,101.5,226.0,18.0,92.6,226.0
3B,1B_LINE,62,0.62,16.0,95.7,226.0,37.0,72.2,227.0
3B,1B_LINE,63,0.63,23.0,78.7,232.0,40.0,79.2,238.0
3B,1B_LINE,64,0.64,23.0,78.7,232.0,40.0,76.0,235.0
3B,1B_LINE,65,0.65,18.0,95.4,242.0,38.0,75.4,242.0
3B,1B_LINE,66,0.66,16.0,91.3,240.0,29.0,77.0,243.0
3B,1B_LINE,67,0.67,16.0,104.9,246.0,26.0,79.3,245.0
3B,1B_LINE,68,0.68,17.0,99.1,247.0,26.0,76.5,249.0
3B,1B_LINE,69,0.69,16.0,104.9,246.0,26.0,79.3,245.0
3B,1B_LINE,70,0.7,16.0,94.8,251.0,25.0,80.1,252.0
3B,1B_LINE,71,0.71,16.0,94.8,251.0,25.0,80.1,252.0
3B,1B_LINE,72,0.72,20.0,94.3,260.0,25.0,81.3,258.0
3B,1B_LINE,73,0.73,20.0,94.3,260.0,24.0,87.1,262.0
3B,1B_LINE,74,0.74,19.0,88.1,266.0,21.0,88.3,266.0
3B,1B_LINE,75,0.75,19.0,88.1,266.0,22.0,88.6,265.0
3B,1B_LINE,76,0.76,21.0,88.3,266.0,25.0,84.5,271.0
3B,1B_LINE,77,0.77,25.0,84.5,271.0,31.0,88.8,271.0
3B,1B_LINE,78,0.78,29.0,79.8,273.0,31.0,88.8,271.0
3B,1B_LINE,79,0.79,21.0,91.2,275.0,28.0,85.9,272.0
3B,1B_LINE,80,0.8,21.0,91.2,275.0,29.0,79.8,273.0
3B,1B_LINE,81,0.81,19.0,100.1,280.0,24.0,90.8,280.0
3B,1B_LINE,82,0.82,19.0,100.1,280.0,24.0,90.8,280.0
3B,1B_LINE,83,0.83,19.0,109.5,282.0,21.0,99.0,283.0
3B,1B_LINE,84,0.84,20.0,96.3,284.0,21.0,99.0,283.0
3B,1B_LINE,85,0.85,20.0,89.7,289.0,22.0,91.3,291.0
3B,1B_LINE,86,0.86,21.0,91.4,291.0,22.0,96.8,292.0
3B,1B_LINE,87,0.87,22.0,96.8,292.0,22.0,91.3,291.0
3B,1B_LINE,88,0.88,23.0,91.4,294.0,23.0,91.4,294.0
3B,1B_LINE,89,0.89,27.0,91.4,299.0,27.0,91.4,299.0
3B,1B_LINE,90,0.9,32.0,90.5,298.0,32.0,90.5,298.0
3B,1B_LINE,91,0.91,27.0,88.6,302.0,27.0,88.6,302.0
3B,1B_LINE,92,0.92,26.0,87.8,304.0,26.0,87.8,304.0
3B,1B_LINE,93,0.93,22.0,98.8,310.0,22.0,98.8,310.0
3B,1B_LINE,94,0.94,29.0,92.4,313.0,29.0,92.4,313.0
3B,1B_LINE,95,0.95,31.0,91.3,316.0,31.0,91.3,316.0
3B,1B_LINE,96,0.96,30.0,94.8,329.0,30.0,94.8,329.0
3B,1B_LINE,97,0.97,30.0,94.8,329.0,30.0,94.8,329.0
3B,1B_LINE,98,0.98,30.0,94.8,329.0,30.0,94.8,329.0
3B,1B_LINE,99,0.99,34.0,92.9,338.0,34.0,92.9,338.0
3B,1B_LINE,100,1.0,34.0,92.9,338.0,34.0,92.9,338.0
HR,,0,0.0,20.0,114.1,358.0,41.0,102.8,357.0
HR,,1,0.01,20.0,114.1,358.0,41.0,102.8,357.0
HR,,2,0.02,20.0,107.0,361.0,41.0,98.0,357.0
HR,,3,0.03,21.0,107.2,376.0,39.0,101.8,377.0
HR,,4,0.04,21.0,102.3,376.0,39.0,104.7,375.0
HR,,5,0.05,20.0,104.9,376.0,39.0,101.2,377.0
HR,,6,0.06,20.0,106.1,377.0,39.0,108.9,378.0
HR,,7,0.07,20.0,110.4,379.0,38.0,97.8,379.0
HR,,8,0.08,21.0,107.9,379.0,38.0,104.8,378.0
HR,,9,0.09,21.0,110.0,380.0,39.0,103.2,380.0
HR,,10,0.1,21.0,110.0,380.0,39.0,105.0,380.0
HR,,11,0.11,21.0,106.8,380.0,38.0,102.5,381.0
HR,,12,0.12,21.0,115.6,381.0,38.0,103.1,381.0
HR,,13,0.13,21.0,105.5,382.0,38.0,110.8,383.0
HR,,14,0.14,21.0,104.4,382.0,37.0,104.9,383.0
HR,,15,0.15,21.0,106.4,384.0,37.0,107.4,384.0
HR,,16,0.16,21.0,107.4,383.0,37.0,103.1,384.0
HR,,17,0.17,21.0,102.6,384.0,37.0,102.4,386.0
HR,,18,0.18,22.0,98.8,386.0,37.0,99.8,386.0
HR,,19,0.19,22.0,103.6,386.0,37.0,105.0,387.0
HR,,20,0.2,22.0,105.5,387.0,37.0,101.5,387.0
HR,,21,0.21,22.0,110.4,387.0,36.0,104.4,387.0
HR,,22,0.22,22.0,105.3,387.0,36.0,100.8,388.0
HR,,23,0.23,23.0,108.3,389.0,36.0,103.5,389.0
HR,,24,0.24,23.0,103.3,390.0,36.0,107.1,388.0
HR,,25,0.25,23.0,107.8,389.0,35.0,103.5,389.0
HR,,26,0.26,23.0,103.1,391.0,35.0,104.4,390.0
HR,,27,0.27,23.0,107.7,390.0,35.0,103.9,390.0
HR,,28,0.28,23.0,100.3,392.0,34.0,100.6,391.0
HR,,29,0.29,23.0,106.7,392.0,34.0,106.6,393.0
HR,,30,0.3,23.0,108.2,392.0,34.0,101.6,392.0
HR,,31,0.31,23.0,101.0,394.0,34.0,98.3,393.0
HR,,32,0.32,23.0,100.6,394.0,34.0,101.2,394.0
HR,,33,0.33,23.0,104.7,394.0,34.0,103.1,394.0
HR,,34,0.34,24.0,103.5,394.0,34.0,104.0,396.0
HR,,35,0.35,24.0,101.7,396.0,34.0,104.5,395.0
HR,,36,0.36,24.0,110.6,395.0,34.0,104.1,396.0
HR,,37,0.37,24.0,111.6,397.0,34.0,102.0,396.0
HR,,38,0.38,24.0,102.7,397.0,33.0,103.4,398.0
HR,,39,0.39,24.0,101.6,397.0,33.0,104.4,398.0
HR,,40,0.4,24.0,104.3,399.0,33.0,104.4,398.0
HR,,41,0.41,24.0,101.2,398.0,32.0,102.5,399.0
HR,,42,0.42,25.0,104.7,400.0,32.0,103.2,399.0
HR,,43,0.43,25.0,105.2,399.0,32.0,104.6,399.0
HR,,44,0.44,25.0,103.4,400.0,32.0,106.0,400.0
HR,,45,0.45,25.0,103.2,400.0,32.0,103.6,401.0
HR,,46,0.46,25.0,105.3,401.0,32.0,105.3,402.0
HR,,47,0.47,25.0,102.6,402.0,32.0,101.9,401.0
HR,,48,0.48,25.0,103.1,402.0,32.0,104.7,402.0
HR,,49,0.49,25.0,105.6,403.0,32.0,101.5,403.0
HR,,50,0.5,25.0,109.5,403.0,32.0,104.9,403.0
HR,,51,0.51,25.0,109.0,404.0,32.0,99.6,404.0
HR,,52,0.52,25.0,108.7,405.0,32.0,104.7,405.0
HR,,53,0.53,26.0,103.6,404.0,31.0,104.3,405.0
HR,,54,0.54,25.0,101.0,406.0,31.0,103.5,406.0
HR,,55,0.55,25.0,104.6,406.0,31.0,102.2,406.0
HR,,56,0.56,25.0,108.0,406.0,31.0,102.5,406.0
HR,,57,0.57,26.0,101.9,407.0,31.0,107.2,407.0
HR,,58,0.58,25.0,107.4,408.0,31.0,108.2,407.0
HR,,59,0.59,26.0,104.8,408.0,30.0,112.0,408.0
HR,,60,0.6,26.0,106.6,408.0,30.0,103.9,408.0
HR,,61,0.61,26.0,108.3,408.0,31.0,105.4,408.0
HR,,62,0.62,26.0,102.9,410.0,31.0,103.1,409.0
HR,,63,0.63,26.0,106.5,409.0,31.0,101.5,410.0
HR,,64,0.64,26.0,103.0,411.0,30.0,107.9,410.0
HR,,65,0.65,26.0,104.4,410.0,30.0,104.8,410.0
HR,,66,0.66,26.0,103.6,411.0,30.0,102.9,411.0
HR,,67,0.67,26.0,102.9,412.0,30.0,107.9,412.0
HR,,68,0.68,26.0,103.7,413.0,30.0,104.5,412.0
HR,,69,0.69,26.0,104.9,412.0,30.0,104.1,413.0
HR,,70,0.7,26.0,106.4,414.0,30.0,106.6,413.0
HR,,71,0.71,26.0,107.1,413.0,30.0,102.0,414.0
HR,,72,0.72,26.0,104.8,416.0,30.0,104.0,415.0
HR,,73,0.73,27.0,110.0,416.0,30.0,108.3,415.0
HR,,74,0.74,26.0,106.6,415.0,29.0,106.8,417.0
HR,,75,0.75,26.0,108.2,417.0,29.0,103.1,417.0
HR,,76,0.76,26.0,108.2,417.0,29.0,106.9,417.0
HR,,77,0.77,27.0,107.2,418.0,29.0,104.9,418.0
HR,,78,0.78,26.0,103.8,418.0,29.0,104.8,418.0
HR,,79,0.79,27.0,103.9,419.0,29.0,101.4,420.0
HR,,80,0.8,26.0,104.7,419.0,29.0,105.1,419.0
HR,,81,0.81,27.0,104.8,420.0,29.0,105.9,420.0
HR,,82,0.82,26.0,105.5,422.0,28.0,110.8,421.0
HR,,83,0.83,26.0,113.8,421.0,28.0,111.6,421.0
HR,,84,0.84,26.0,105.2,424.0,28.0,111.8,422.0
HR,,85,0.85,27.0,106.3,424.0,28.0,109.6,424.0
HR,,86,0.86,27.0,106.8,424.0,28.0,106.8,423.0
HR,,87,0.87,27.0,101.3,426.0,28.0,107.7,426.0
HR,,88,0.88,27.0,101.3,426.0,28.0,103.0,425.0
HR,,89,0.89,27.0,115.8,425.0,29.0,105.6,426.0
HR,,90,0.9,27.0,108.7,427.0,29.0,105.5,427.0
HR,,91,0.91,27.0,105.7,428.0,28.0,104.9,429.0
HR,,92,0.92,27.0,109.4,430.0,28.0,109.0,430.0
HR,,93,0.93,27.0,106.0,430.0,28.0,108.8,430.0
HR,,94,0.94,27.0,108.8,431.0,27.0,111.7,433.0
HR,,95,0.95,27.0,108.9,431.0,28.0,107.9,432.0
HR,,96,0.96,27.0,105.0,433.0,28.0,105.5,434.0
HR,,97,0.97,27.0,106.8,437.0,28.0,110.7,437.0
HR,,98,0.98,27.0,110.7,439.0,28.0,107.2,435.0
HR,,99,0.99,27.0,110.7,439.0,27.0,114.9,435.0
HR,,100,1.0,27.0,109.8,436.0,27.0,109.8,436.0
FO,,0,0.0,42.0,71.0,215.0,61.0,94.5,210.0
FO,,1,0.01,42.0,71.0,215.0,61.0,94.5,210.0
FO,,2,0.02,42.0,68.6,211.0,61.0,96.1,210.0
FO,,3,0.03,42.0,66.3,219.0,60.0,95.2,217.0
FO,,4,0.04,42.0,68.3,214.0,60.0,94.9,217.0
FO,,5,0.05,41.0,72.3,223.0,60.0,90.1,218.0
FO,,6,0.06,40.0,70.3,223.0,59.0,85.8,223.0
FO,,7,0.07,39.0,73.9,227.0,59.0,91.4,224.0
FO,,8,0.08,38.0,71.6,225.0,59.0,100.5,224.0
FO,,9,0.09,37.0,77.2,228.0,58.0,91.6,232.0
FO,,10,0.1,36.0,74.6,233.0,58.0,88.6,231.0
FO,,11,0.11,35.0,75.7,236.0,58.0,95.5,232.0
FO,,12,0.12,35.0,75.7,236.0,57.0,92.4,233.0
FO,,13,0.13,34.0,72.9,239.0,57.0,90.7,235.0
